,Company Name,Salary_USD,Rating
8391,Sify,13874,3.5
8392,Sify Consultoria e Negocios Imobiliarios,9635,5.0
8393,Sify Software,1445,3.4
8394,SigTuple,33721,3.2
8395,Sigaram,2457,4.5
8396,SightSpectrum,13150,4.2
8397,Siglap IT solutions,8430,4.1
8398,Sigma HR Solutions,6022,2.7
8399,Sigma Infosolutions,6022,3.9
8400,SigmaWay,5203,3.9
8401,Sigmato Solutions,1156,4.3
8402,Sigmaways,1734,4.0
8403,Sigmoid,13175,4.2
8404,SignCatch,7949,3.8
8405,SignalX,6431,3.9
8406,Signals & Systems (India),2746,4.0
8407,Signant Health,4215,3.6
8408,Signeasy,24086,4.2
8409,Signetsoft,5636,3.8
8410,Signify,12344,3.8
8411,Signity Solutions,5347,4.5
8412,Signovus Technologies,3613,3.9
8413,Signy Advanced Technologies,4817,3.6
8414,Signzy,5578,3.8
8415,Sikarwar Softwares,9683,4.9
8416,Silicon Valley Recycling,8430,5.0
8417,Silicon Veins,71055,4.0
8418,SiliconIndia,4336,2.7
8419,Silicus Technologies,6262,3.5
8420,Silk Technologies,20473,4.2
8421,Silva & Silva Contabil,12043,4.0
8422,Silvan Innovation Labs,7370,4.4
8423,Silver Lake,14452,3.9
8424,Silver Touch Technologies,5419,3.8
8425,SilverDoor,12043,4.4
8426,Silverlake Digital Economy,12043,3.0
8427,Silvermine Group,16860,3.9
8428,Silvestre Labs,7226,3.6
8429,Simantel Group,3613,3.4
8430,Simeio,14452,3.8
8431,Simpl,7635,4.05
8432,SimplePlan Media,3179,4.5
8433,Simpli5d Technologies,4817,5.0
8434,Simplified Automation,4817,5.0
8435,Simplify360,8430,4.4
8436,Simplilearn Solutions,5505,4.0
8437,Simplotel,7226,4.1
8438,Simpplr,5347,4.4
8439,Simpragma,15054,4.1
8440,Simtech Solutions,7804,5.0
8441,Simtek Techno Systems,4817,4.5
8442,Sina Projects Solutions,4817,4.5
8443,Sinar Mas Group,24086,3.9
8444,Sincerity Solutions,16258,3.95
8445,Sinew,9635,4.1
8446,Singapore Infotech,10261,3.1
8447,Single Tusked Games,15656,3.85
8448,Singularium Technologies,2457,4.4
8449,Sintex Industries,3757,3.6
8450,SinuousTech,3613,4.0
8451,Siply,14452,4.5
8452,Sira Consulting,11995,4.0
8453,Sirahu Technologies,1734,4.0
8454,Sirena Technologies,7226,2.8
8455,Siri Cybertech,4817,4.4
8456,SirionLabs,10839,4.3
8457,Sirma Business Consulting,2168,4.1
8458,Sismatik Solutions,2023,3.2
8459,SiteCamel,2312,5.0
8460,Six Dee Telecom Solutions,6904,3.5666666666666664
8461,SixHops,1204,5.0
8462,SixSix,3468,5.0
8463,Sixsoftmedia,2746,5.0
8464,Sixt,11455,3.7
8465,Sixth Energy Technologies,6022,3.7
8466,Skanda,3613,3.2
8467,Skill-Lync,3613,3.9
8468,SkillBox,3613,4.5
8469,SkillCap Global IT Solutions,4817,4.5
8470,Skillablers,4817,4.0
8471,Skillate,8430,4.9
8472,SkilledAnswers,3613,3.3
8473,Skillenza,723,3.7
8474,Skillsoft,21678,3.5
8475,Skilrock Technologies,3902,4.2
8476,Skit,13729,4.4
8477,Skolaro,8430,3.4
8478,Skootr,723,3.6
8479,Skoruz,12501,4.3
8480,SkuGal,9635,4.2
8481,Skuad,15054,3.9
8482,Sky IT Solutions,2746,4.0
8483,Sky9,4336,4.5
8484,Skyittek,9635,4.0
8485,Skylab Infotech,4175,4.3
8486,Skylark Drones,9635,4.2
8487,Skylo Technologies,20473,3.7
8488,Slack,21605,4.7
8489,SlashIO,2746,5.0
8490,SleekSky Technologies,723,4.5
8491,Sleepiz,12043,3.9
8492,Slide Inc,24086,4.3
8493,Sling Media,10790,3.233333333333333
8494,Smaartt Digital Consulting,1204,3.5
8495,Small World Networks,6022,4.1
8496,Smart Controls India,14452,3.8
8497,Smart Cube Information Technology,10766,2.6
8498,Smart Energy Water,9137,3.7000000000000006
8499,Smart Gladiator,2890,4.6
8500,Smart IMS,2023,4.2
8501,Smart Joules,7900,3.5
8502,Smart Learning,3613,4.0
8503,Smart Management IT Solutions,14452,2.0
8504,Smart Web Solutions,4817,4.0
8505,SmartBeings Inc,2456,2.9
8506,SmartClean Technologies,4817,4.4
8507,SmartCoin Financials,15656,4.5
8508,SmartCreatives,3613,3.85
8509,SmartDocs,2409,3.4
8510,SmartFox IT Solutions (India),12043,4.0
8511,SmartGig,3613,4.8
8512,SmartNet IT Solutions,3131,3.1
8513,SmartOwner Services,10839,4.8
8514,SmartPlay,20473,3.2
8515,SmartPointS,1445,4.0
8516,SmartQ,7226,4.1
8517,SmartServ,10008,3.3
8518,Smartek21,7226,3.3
8519,Smartly Built,3613,4.1
8520,Smartnumbers,12043,4.5
8521,Smartprix,4817,3.3
8522,Smartried,6022,4.1
8523,Smarts Choice It Technologies Solutions,6503,4.0
8524,Smartube Entertainment,7442,4.0
8525,Smartworkz Digital,9105,4.2
8526,Smartx Connected Products,1204,1.5
8527,Smearman It Solutions,6022,3.8
8528,Smith Micro,14452,3.7
8529,Smiths Detection,8430,3.5
8530,Smmart Training,16860,4.2
8531,Smruthi Technologies,3613,5.0
8532,Smyths Toys,14163,3.5
8533,SnapBizz Cloudtech,3613,3.8
8534,Snapdeal,10688,4.3
8535,Snapittoday.com,3613,4.0
8536,Snaplion,8430,2.8
8537,Snapwiz,4817,3.7
8538,Sneha Group,2746,3.5
8539,Sneha Software Solutions,4817,4.1
8540,Snehal AC & R Engg,8238,3.4
8541,Snehalniti,3035,4.2
8542,Snigdha IT Services,1204,3.0
8543,Snipe Tech Pvt Ltd.,3115,4.7
8544,Snithik,1445,4.6
8545,Snyxius,3613,3.6
8546,SoCtronics,12043,3.6
8547,SoHa Living,2409,5.0
8548,Socedge Technologies,10839,4.7
8549,Social Beat,3902,4.1
8550,Social Discovery Ventures,9635,4.5
8551,Social Frontier,13248,4.6
8552,Social Media Marketing,4817,4.5
8553,SocialDNA Labs,2409,5.0
8554,Sociolla,9622,3.9
8555,Société Générale,8430,3.6
8556,Sodales Solutions,3613,4.8
8557,Sodexo,3613,3.4
8558,Soedge Technologies Pvt LTD,10839,4.0
8559,Sofomo,1204,3.7
8560,Soft Tech Consulting,12043,4.2
8561,SoftAge Information Technology,2746,3.7
8562,SoftConnex,3468,4.2
8563,SoftR Infotech,4817,3.95
8564,SoftSolPro,8430,3.8
8565,SoftSolvate,3468,3.9
8566,Softa Technologies,6022,4.0
8567,Softalgo,6022,3.9
8568,Softdel,13248,3.4
8569,Softdroid Systems,2409,4.3
8570,Softech ERP Solutions,1517,3.0
8571,Softenger,12043,4.0
8572,Softeon,10839,4.0
8573,Softheal Technologies & IT Solutions,4817,3.8
8574,Softinn Software Services,3613,4.8
8575,Softlogic Systems,6499,4.625
8576,Softmate Systems,1590,3.1
8577,Softmind Informatics,7515,4.0
8578,Softogenel technologies,2409,4.0
8579,Softrade,3613,5.0
8580,Softsuave,4095,3.4
8581,Softtek,10839,3.9
8582,Softtrends,10839,2.7
8583,Software AG,13248,4.2
8584,Software Assurance,7226,3.3
8585,Software Developer India,4367,4.3
8586,Software Developers,4516,4.1125
8587,Software Engineering,6022,4.2
8588,Software Engineering Center,2023,3.2
8589,Software Innovation,4480,4.1
8590,"Software Solutions Inc. (Dayton, OH)",1879,4.2
8591,Software development Engineer,9635,4.0
8592,SoftwareONE,4817,4.05
8593,Softway,7505,4.0
8594,Softxper Solutions,1590,3.0
8595,Sokrati,5010,3.8285714285714283
8596,Sol Analytics,9635,3.3
8597,Solar Secure Solutions,12043,4.0
8598,SolarWinds,9635,3.5
8599,Solartis,4287,3.4
8600,Solera,28301,2.9
8601,Solid Systems Global,3613,3.9
8602,Soliton Technologies,11417,4.1
8603,Solix Technologies,10718,3.0
8604,Solomofy Technology,7226,2.2
8605,Solpoo,4817,1.6
8606,Solruf,1445,4.8
8607,Solugenix Corporation,2168,4.1
8608,Solv (India),6022,3.9
8609,Solvent Software Solutions,1879,3.3
8610,Solverminds Solutions & Technologies Pvt,5427,4.0
8611,Solvo Soft,1204,3.8
8612,Solytics Partners,6294,4.1
8613,Some,4191,4.0
8614,SomeOne,4817,4.3
8615,Something Digital,10839,4.0
8616,Somish Solutions,1734,4.4
8617,Sonae,2312,3.6
8618,Sonata Software,8122,3.9000000000000004
8619,Sonetel,4817,4.2
8620,Songdew,867,3.4
8621,Sonic Healthcare,14307,3.2
8622,Sonic Librarian,3324,3.9
8623,SonicWall,6021,4.3
8624,Sonim Technologies,12043,3.5
8625,Soniqmantra,7226,4.0
8626,Sonus,10839,3.9
8627,Sonus Networks,6623,3.8
8628,Sony,10036,4.1
8629,Sony Pictures Networks,45764,4.0
8630,Sopra Banking Software,1204,3.8
8631,Sopra Steria,7025,3.7000000000000006
8632,Soprano Design,8430,3.2
8633,Soptech Solutions,10839,3.5
8634,Sorgen Systems,19269,4.0
8635,Soroco,10036,3.9
8636,Sostronk,9635,4.7
8637,SoulPage IT Solutions,6022,4.5
8638,Soumya Homes,3468,3.8
8639,Soumya Ranjan Samal,2312,4.0
8640,Sourabh Heat Treatments,3902,3.5
8641,Source One Business Services,10839,4.0
8642,Source One Management Services,6021,3.7
8643,Source Soft Solutions,12718,4.5
8644,Sourcebits Technologies,7997,2.8
8645,Sourceeasy,12356,2.9
8646,South Dakota Department of Agriculture,6022,4.7
8647,Southern California Edison,6022,4.1
8648,Southern Cross Group (Austraila),2409,4.3
8649,Southern Electronics,2312,3.6
8650,Sovanta,3468,4.4
8651,Sowmya sree,6022,3.9
8652,Space Multimedia,13030,4.4
8653,Space-O Technologies,1879,4.2
8654,SpaceBasic,6503,2.7
8655,Spacenos,1228,4.2
8656,Spacur,15656,4.3
8657,Spade Infotech,1156,3.8
8658,Span Infotech,6022,3.0
8659,SpanIdea,13874,3.7
8660,Spandana Sphoorty,6744,2.9
8661,Sparity,8430,4.4
8662,Spark Infosys,3613,4.9
8663,Sparky Animation,7226,3.0
8664,Sparsh Communications,3950,4.3
8665,Sparx Systems,3613,4.0
8666,SparxIT,1590,4.3
8667,SpawGlass,6022,4.9
8668,Specialized Test Engineering,6022,3.3
8669,Speck Systems,4817,1.0
8670,Spectra Solutions,2409,4.2
8671,Spectraforce Technologies,6479,4.1
8672,Spectral Insights India,1204,3.8
8673,Spectrum Computer & Management Consultancy,1301,2.0
8674,Spectrum7 Technologies,3613,3.2
8675,Speech and Software Technologies,3613,4.0
8676,SpeedLabs,2746,3.8
8677,Speedx InfoTech,2601,3.5
8678,Spektra Systems,7828,4.8
8679,Spellbound Information solutions,4817,4.0
8680,Speridian Technologies,6022,3.8
8681,Sphera Solutions,9635,4.2
8682,Sphinx Solution,4817,3.3
8683,Spiceblue,6407,3.8
8684,Spider India,5492,3.5
8685,SpiderG,15656,4.1
8686,Spinlogics,4336,3.9
8687,Spinnaker Vacation Resorts,3468,3.6
8688,Spinny,7683,4.1
8689,Spinsci Technologies,4095,4.1
8690,Spinta Digital,4336,4.9
8691,Spire Technologies,9635,3.3
8692,Spirent Communications,3179,4.1
8693,Spiro Solutions,2384,3.9
8694,SplashBI,7081,4.2
8695,SplashLearn,11140,4.5
8696,Splendio,2409,4.9
8697,Splice Global Services,3468,4.0
8698,Spoors Technology Solutions India,5164,4.3
8699,Sport BSO De Woerd,4817,3.9
8700,Sports Flashes,8527,3.4
8701,Sports Unity,10839,4.1
8702,SportsIT,4817,4.8
8703,SportsMechanics,7226,3.6
8704,SpotDraft,22079,4.6
8705,SpotKwik,4817,4.1
8706,Spotify,15656,4.2
8707,Spotmentor,10839,4.4
8708,Sprim,7226,2.8
8709,Spring Computing Technologies,7226,4.0
8710,SpringML,6022,4.5
8711,Springboard,19269,4.4
8712,Springer Nature Technology and Publishing Solutions,8430,3.9
8713,Springworks,6977,4.683333333333334
8714,Sprinkl-Rite Irrigation,14452,5.0
8715,Sprinklr,15355,4.1
8716,Spritle Software,6479,4.2
8717,Sprouter,4047,4.0
8718,SpurQLabs Technologies,7081,4.8
8719,SpurTree Technologies,8430,4.3
8720,Spyne,4191,4.6
8721,Sqrrl Fintech,1204,4.1
8722,SquadStack,15054,3.6
8723,Squadcast,13248,4.4
8724,Square Bridge Technologies,6022,4.5
8725,Square Yards,7226,3.1
8726,SquareBoat,7828,3.1
8727,Srashtaa Software Solutions,2312,4.0
8728,Sravan Shipping Services,4817,5.0
8729,Sravanthi Group,5419,4.3
8730,Sravni.Ru,1204,3.8
8731,Sree Gokulam Chit & Fin Company,12043,3.9
8732,Sree Infotech,2746,3.8
8733,Sreedar Mohan & Associates,6022,3.5
8734,Sreenu Technologies,6022,4.0
8735,Sri Balaji Society,3613,2.8
8736,Sri Ganesh Hosting,3468,4.2
8737,Sri Hari Consultant,7226,4.0
8738,Sri Hema Infotech,2023,5.0
8739,Sri Karthikeya Consultancy Service,12043,4.0
8740,Sri Karthikeya Spinning Weaving,4817,3.5
8741,Sri Krishna College of Engineering & Technology,3613,4.1
8742,Sri Ramakrishna Engineering College,4817,4.2
8743,Sri Sai Krishna,13729,3.0
8744,Sri Sai Teja Granites,2409,3.0
8745,Sri Tech Solutions,9635,4.6
8746,SriKaalika,4817,4.0
8747,Srijan Technologies,3275,4.2
8748,Srikoleti Eservices,3613,3.7
8749,Srinath M,3613,4.0
8750,Srinivasa Industries,13729,4.0
8751,Srinu Engineering Industries,4817,3.8
8752,Sriram pavan kumar,7515,4.0
8753,Sriroy Technologies,2409,4.7
8754,Sruthi HR Solutions,2409,3.6
8755,Ssd,1734,3.2
8756,St Global Technologies,10228,4.0
8757,St. Paul's Plus,8093,4.2
8758,St.Mary's Matric Hr.Sec School,2457,4.0
8759,Stack Finance,6214,1.0
8760,StackMindz,3179,3.7
8761,StackZeal,1445,3.8
8762,Staffio HR,12344,3.925
8763,Stag Software,2409,3.8
8764,Standard Chartered Bank,9656,3.8999999999999995
8765,Standard Chartered Global Business Services,12179,3.7000000000000006
8766,Stanza Living,10838,3.8249999999999997
8767,Staqu Technologies,6021,4.4
8768,Star Catalysts,723,5.0
8769,Star Mobileoid2,12862,3.3
8770,Star Union Dai-ichi Life Insurance,6022,3.6
8771,StarClinch,1879,4.0
8772,StarTele Logic,3902,4.0
8773,Start People,4336,3.8
8774,StartUp (India),2409,4.3
8775,StartUs Insights,9640,3.8
8776,StartXLabs,3323,4.1
8777,Startup,18560,4.2
8778,StartupFlux,2168,4.8
8779,StartupTalky,723,4.1
8780,Startups.com,15487,4.2
8781,Startwithgenesis,1011,4.6
8782,StashFin,6021,4.1
8783,Stasis,6648,3.9
8784,State Department Federal Credit Union,12043,3.5
8785,State Street,5419,3.4
8786,Static Automation,4191,5.0
8787,Static Design Studio,5010,5.0
8788,Statistics & Data Corporation (SDC),6022,3.7
8789,Stay Smart Solution,6022,4.0
8790,StayAbode Ventures,8430,4.0
8791,StayGlad,12043,4.0
8792,Stayzilla,15656,3.5
8793,Stealth Startup,5347,4.2
8794,Stealth Technocrats,3324,5.0
8795,Steam Troops,8382,5.0
8796,Stebr,6022,4.0
8797,Steelwedge Software,8430,2.9
8798,Steinmetz Integrated Software Solutions,2409,4.7
8799,Steinn Labs,7226,4.0
8800,Stellapps Technologies,2409,3.9
8801,StepOut,6937,5.0
8802,Sterling,4817,3.7
8803,Sterling Software (India),3613,3.9
8804,Steve Medius,2312,3.0
8805,Stigasoft,9635,3.7
8806,Stigentech IT Services,2457,4.3
8807,Stike Clothing,2023,5.0
8808,Stockal,12428,3.9
8809,Stockarea,2890,5.0
8810,Stockroom,6359,3.9
8811,Stonedge Technologies and Robotics,3613,5.0
8812,Stop At Nothing,10839,3.8
8813,Storm Digital,1204,4.0
8814,Story Digital,3468,4.1
8815,StoryXpress,6583,4.4
8816,Storysurf App,2240,5.0
8817,Stradegi,4215,4.1
8818,StraightDrive Softlab,2842,5.0
8819,Strand Life Sciences,3613,3.5
8820,Strata Property Management,15656,3.9
8821,Strata Retail and Technology Services,8430,3.0
8822,Strategic Outsourcing Services,9635,3.7
8823,Stratosphere IT Services,8430,3.1
8824,Streak AI Technologies,9635,4.1
8825,Streamline Studios,2023,2.8
8826,Streben Healthcare,3613,3.9
8827,Stride (India),9635,3.2
8828,Striim,5636,4.7
8829,StrikeTru,2409,3.7
8830,Stripe,6648,4.0
8831,Strobilanthes,6022,3.6
8832,Strong College Students,4769,4.1
8833,Stryker,12284,4.2
8834,StubHub,6070,3.5
8835,Student,5347,4.3
8836,Student Beans,2890,4.2
8837,Student Loans Company,14452,3.1
8838,Studentmug,3613,2.4
8839,Studio Fifi,3613,2.7
8840,Studio Mosaic,5636,4.0
8841,Studio Tesseract,8527,5.0
8842,Studio/Gang Architects,1204,4.1
8843,StudioTale,5058,4.6
8844,StudyDuniya,289,2.2
8845,Style Baazar,14452,3.7
8846,Style Tag,3757,4.5
8847,StyleDotMe,10237,4.1
8848,Stylework,4215,3.5
8849,Sub-K,6888,3.55
8850,SubExpress,1204,3.0
8851,Subbu p,6022,3.9
8852,SubcoDevs,6022,4.2
8853,Subex,9153,3.7000000000000006
8854,Subhrajit Das,7298,4.0
8855,Subway,12043,3.4
8856,Success Numbers,12573,3.3
8857,Success R Hrtech,3661,4.1
8858,Successive Technologies,3613,4.4
8859,Sucos Suvalan,9635,4.3
8860,Sud Express,34925,2.9
8861,Sudarshan Chemical Industries,3613,3.4
8862,Sugan,8238,4.3
8863,Suhas gopinath,4817,4.0
8864,Sujana,1204,4.1
8865,Sukoshi Mart,6022,3.5
8866,Sukumar Rao MD,3613,4.3
8867,Sulekha.com,12043,3.8
8868,Sulopa Solutions,1734,4.1
8869,SumTotal,7828,4.0
8870,Sumadhura Infracon,6937,3.1
8871,Sumago Infotech,2409,3.2
8872,Sumanas Technologies,3613,4.3
8873,Sumesa (Mexico),6022,4.6
8874,Sumit Mehra,4480,4.0
8875,Sumitomo Mitsui Financial Group,8430,3.5
8876,"Summit Midstream Partners, LP",9683,3.5
8877,Sumo Logic,11224,3.9
8878,Sumukha Technologies,2746,3.0
8879,Sun Group,3613,3.3
8880,Sun Icon Systems,4415,4.4
8881,Sun Microsystems,7949,4.3
8882,Sun TV Network,3613,4.1
8883,Sun Technologies,9635,4.2
8884,Sun Telematics,1590,3.4
8885,SunTec Business Solutions,2746,2.8
8886,SunTec Web Services,7515,3.6
8887,SunTrust,9635,3.7
8888,Sunanda Speciality Coatings,1590,3.7
8889,Suncore Microsystem,4336,3.7
8890,Sundar,1204,3.6
8891,Sunera Technologies,4215,3.6
8892,Sunfra,2168,3.9
8893,Sungard Availability Services,6551,3.4
8894,Sungard Technology Services,16860,3.4
8895,Sunita Impex,12043,2.8
8896,Sunjoss Internet,12140,4.0
8897,Sunnybrook Health Sciences Centre,8430,4.0
8898,Sunovaa,3613,4.1
8899,Sunpro Cyber Systems,56603,3.8
8900,Sunrise Systems,9538,4.0
8901,Sunseaz Technologies,5203,3.8
8902,Suntech,3324,4.3
8903,Super Highway Labs,10839,4.5
8904,SuperLorry Services,14452,4.0
8905,SuperOps.ai,9032,4.6
8906,SuperProcure,4227,4.4
8907,Superbolt (India),3613,4.0
8908,Supercines,8430,4.2
8909,Superdrug,18065,3.2
8910,Supermarket Grocery Supplies,11742,3.8
8911,Supermercados Cidade Canção,8430,3.9
8912,Superset,9635,4.8
8913,SupplyNote,6142,3.9
8914,Support.com,7370,2.8
8915,Supr Daily,4528,3.5666666666666664
8916,Suprasoft,3613,3.6
8917,Suraj,4817,4.3
8918,Suraj Alamoni,4336,3.9
8919,Sure Tech Services,2409,3.9
8920,SureWaves,9635,3.4
8921,Surebot Technology Solutions,1445,4.6
8922,Sureify,14026,4.3
8923,Surendhar,8816,4.0
8924,Suresh Sirigiri,1879,3.9
8925,Suresh Speciality,4817,3.0
8926,Suresh Surana & Associates,4817,3.6
8927,Sureshkumar,6696,3.8
8928,Suretek Infosoft,5203,4.1
8929,Sureworks Infotech,2409,3.5
8930,Surmount Softech Solutions,6214,3.5
8931,Surun Infocore Systems,1012,5.0
8932,Survey2Connect,6624,3.6
8933,SurveySparrow,9635,4.5
8934,Surya,8502,3.6500000000000004
8935,Surya Informatics,1878,4.4
8936,Surya Software,5395,4.4
8937,Sushanth Software Technologies,4817,3.5
8938,Sushee Infra,3613,3.7
8939,Sutherland,4197,3.8
8940,SutiSoft,1879,3.5
8941,SutlejSoft,2312,4.5
8942,Sutra Tech Labs,1590,1.5
8943,Suvarna Technosoft,2409,3.2
8944,Suventure,1156,4.1
8945,Suwanee Technologies,3613,3.6
8946,Suyash Softech,2601,3.1
8947,Suyati Technologies,7226,4.2
8948,Swaas Systems,8382,3.3
8949,Swadesh Software,6937,4.0
8950,Swaliya Softech,13248,3.7
8951,Swami Vivekanand Group of Institutions,13248,4.0
8952,Swan Environmental,7226,3.6
8953,Swap.com,1204,2.8
8954,Swar Yantra Technologies,1301,4.8
8955,Swaragh Technologies,3613,3.5
8956,SwarajyaIT,4047,4.5
8957,Swaran Soft Support Solutions,9635,4.6
8958,Swaroop Agrochemical Industries,8238,3.0
8959,Swathi Engineering,6022,4.7
8960,Swecha,7370,3.2
8961,SwervePoint,7226,3.7
8962,SwiftAnt IT Solutions,3083,4.5
8963,Swiggy,18988,4.1
8964,Swipe,19173,2.5
8965,SwipeCubes,2409,3.8
8966,SwitchMe,9635,4.3
8967,Switchfast Technologies,6648,4.0
8968,SwoopTalent,26495,4.4
8969,Sword Software n Technology,5058,4.2
8970,Sybase,20473,3.5
8971,Syed,2023,4.3
8972,Syena info soft,1012,3.7
8973,Syfe,20473,4.9
8974,Syflani Technologies,867,1.0
8975,Sygitech Solutions,3324,3.5
8976,Symantec,25290,3.7999999999999994
8977,Symbiance,4817,3.2
8978,Symbroj Media,3613,4.0
8979,Symphonized,6022,3.5
8980,Symphony,3613,3.7
8981,Symphony Fintech,5781,3.7
8982,Symphony RetailAI,15656,4.4
8983,Symphony Teleca,8631,3.7999999999999994
8984,Synamedia,4769,3.7
8985,Synapse (India),5203,1.9
8986,Synaptech,2409,5.0
8987,Synaptic (India),20473,4.2
8988,Synaptics,2168,3.6
8989,Syncapse,16860,2.8
8990,Syncfusion,2409,3.9
8991,Synchronoss,8430,3.9
8992,Synchrony,12062,4.2
8993,Synclarity,3613,3.2
8994,Synechron,8430,4.3
8995,Syneotek Software Solutions,4817,4.0
8996,Synerzip,14452,4.3
8997,Syngenta,8430,4.2
8998,Synopsys,16258,4.0
8999,Synoriq,4817,4.3
9000,Synpulse Management Consulting,4817,3.8
9001,Syntell,12043,4.0
9002,Syntizen Technologies,2409,3.5
9003,Synup,15054,3.9
9004,Synxgen,3035,5.0
9005,Syren,3613,4.7
9006,SysArc Infomatix,7225,3.5
9007,SysCloud,5347,4.1
9008,SysMind,7226,3.8
9009,SysTalino,4817,4.0
9010,Sysbiz Technologies,12043,2.8
9011,Syscon ERM Services,2601,4.2
9012,Syscryption,3179,4.2
9013,Sysfore Technologies,3613,3.7
9014,Sysfort Systems,2168,4.4
9015,Sysgain,2457,3.7
9016,System Engineering,4769,4.3
9017,Systematix Infotech,5419,3.9
9018,Systems Technology Group Inc.,8671,3.9
9019,Systumbdi,13248,4.1
9020,T,3613,4.0
9021,T Cube,7226,4.4
9022,T&AS Designtech Services,9635,3.5
9023,T&T SISTEMAS BRASIL,14163,5.0
9024,T-Chowk Labs,6022,1.3
9025,T-Machine Software Solutions,2409,4.2
9026,T-Mobile,2408,3.9
9027,T-Systems,8081,4.0
9028,T. Rowe Price,3613,3.7
9029,T.I.G.E.R. Innovations,6503,3.6
9030,TA Digital,5203,4.3
9031,TAAL Technologies,6022,3.5
9032,TAAZAA,12043,5.0
9033,TABLT,867,3.9
9034,TAFF Inc.,3107,4.5
9035,TAGFact,3035,3.1
9036,TANZANITE TECHNOLOGIES INC.,4817,4.0
9037,TAS Information Intelligence,1204,4.2
9038,TATA ELXSI,6171,4.0
9039,TCARE,4817,4.7
9040,TCG Digital,723,3.9
9041,TCL,6022,3.7
9042,TCS,5286,4.0
9043,TCS Education,17462,4.3
9044,TCS Technologies,12043,3.5
9045,TCS e-Serve International,4648,3.9
9046,TE Connectivity,10790,3.7999999999999994
9047,TECH I.S,8238,4.3
9048,TECHSTAR,8093,3.4
9049,TECSOL Software,8960,3.5
9050,TEKsystems,9167,4.1
9051,TELIYADU,25291,4.0
9052,TES Engineering,3420,3.1
9053,TESSCO,3613,3.4
9054,TEST,9032,3.2
9055,TEST COMPANY _ DO NOT APPLY!,3613,4.3
9056,TESTE,2409,4.2
9057,TFS,7226,4.0
9058,TGS E-Com,4817,1.0
9059,THAPOVAN INFOSYSTEMS,6022,3.0
9060,THB (India),7226,3.5
9061,THE HABERDASHER,7226,4.0
9062,THG,3613,3.1
9063,TIAA,6085,3.9
9064,TIBCO Software,9952,3.8
9065,TIGI HR Solution,5867,4.9
9066,TIMESOFT BD,24086,3.9
9067,TIS,3757,3.9
9068,TKR College of Engineering & Technology,8430,3.4
9069,TLC Relationship Management P,4047,3.5
9070,TNEB,3613,4.2
9071,TNQ Technologies,7226,3.4
9072,TNine Solutions,6214,4.0
9073,TO THE NEW,6012,4.2
9074,TOMIA,5660,4.1
9075,TOP Group,9249,3.1
9076,TOYOTA Connected Corporation,22882,4.9
9077,TPO,1445,3.5
9078,TRAQR Technologies,4817,3.8
9079,TREEL Mobility Solutions,7226,5.0
9080,TRS Forms & Services,15656,3.0
9081,TRT,3613,4.1
9082,TSSS Infotech,8430,4.1
9083,TSYS|Total System Services,11320,3.6
9084,TTL Associates,3613,1.9
9085,TTT Studios,7226,4.6
9086,TTi Global,3011,3.6
9087,TUHUND,6022,4.6
9088,TUNERLABS,7226,4.4
9089,TV18 Home Shopping Network,33118,3.4
9090,TV2Z,7515,4.6
9091,TVS Credit Services,7226,4.0
9092,TVS Motor Company,3613,3.8
9093,TVS Next,12645,4.2
9094,TVS Supply Chain Solutions,3613,3.5
9095,TWO95 International,19269,4.6
9096,TXX Services,7226,3.1
9097,TabCaps Softtech,6937,3.8
9098,Tableau Software,5925,3.9
9099,Tablytics Market Research,10839,3.5
9100,Tachyon Technologies,8032,4.7
9101,Tacktile Systems,5781,4.4
9102,Tacky Root,2890,1.0
9103,Tact.ai,21678,4.5
9104,Tag8,867,4.3
9105,Tagbin,6792,3.7
9106,Tagit Pte,9956,4.3
9107,Tagos Design Innovations,1204,2.3
9108,Tagrem Corp,13248,3.9
9109,Tagtual Technology,2023,1.8
9110,Taikisha Engineering India,7226,3.5
9111,Tailored Brands,7659,3.4
9112,Tailored Tech,7226,4.7
9113,Tailwebs,6623,4.6
9114,Taj Group of Hotels,3757,4.3
9115,Takvaviya Analytics,6022,2.2
9116,Tala,12043,4.0
9117,Talent Anywhere,8430,3.6
9118,Talent Zone Consultants,7828,5.0
9119,TalentBridge Technologies,7226,4.1
9120,TalentIntegrators,8430,3.9
9121,TalentPace,3613,3.6
9122,TalentQuest,4914,3.7
9123,TalentSprint,2890,4.3
9124,TalentXO,4817,4.0
9125,Talentica,11823,4.3
9126,Talentplus Systems,6022,3.3
9127,Talisma,4817,4.2
9128,Talking Yak,7659,3.9
9129,Tally Solutions,9233,4.3
9130,Talview,13247,4.1
9131,TamilNadu e - Governance Agency,5636,3.7
9132,Tanay Rural Bank,434,3.6
9133,Tangent Labs,4817,3.0
9134,Tangible Tech,7370,3.85
9135,Tangoe,10839,3.0
9136,Tanla Platforms,7983,4.4
9137,Tantragyaan Solutions,3468,4.0
9138,Tantransha,2168,4.1
9139,Tanvee jobs,1734,2.8
9140,Tanzanite Infotech,8430,3.3
9141,Tapsoft,2601,4.2
9142,Tapzo,14452,3.6
9143,Tara Mobile Technologies,4817,5.0
9144,Tarams India,10839,4.4
9145,Tarana Wireless,6937,4.1
9146,Tarang,10020,4.3
9147,Taranto San Juan,4817,3.3
